playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,skin_colour,name_date,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
tamas-hajnal,Tamás Hajnal,VfB Stuttgart,Germany,15.03.1981,170.0,67.0,Attacking Midfielder,348.0,129.0,89.0,130.0,59.0,40.0,1.0,0.0,0.25,tamas-hajnal15.03.1981,73.0851630073187,0.03378437001779009,0.00033395651055825496,0.0,0.04483337560696531,0.04229949169746345,0.00033330048849236214,0.0,0.053326792689652194
theo-walcott,Theo Walcott,Arsenal FC,England,16.03.1989,170.0,68.0,Center Forward,355.0,204.0,75.0,76.0,82.0,13.0,0.0,0.0,0.5,theo-walcott16.03.1989,13.0,0.02027900042572306,0.0,0.0,0.02027900042572306,0.02578911838635968,0.0,0.0,0.02578911838635968
thibaut-courtois,Thibaut Courtois,Atlético Madrid,Spain,11.05.1992,199.0,88.0,Goalkeeper,210.0,130.0,47.0,33.0,0.0,6.0,0.0,1.0,0.25,thibaut-courtois11.05.1992,37.29452485840151,0.004514980410701897,0.0,0.0005284194202673886,0.02105161509392181,0.0071564227699169175,0.0,0.0008404247307779198,0.03345711539886191
thomas-vermaelen,Thomas Vermaelen,Arsenal FC,England,14.11.1985,180.0,73.0,Center Back,347.0,193.0,57.0,97.0,27.0,54.0,1.0,3.0,0.0,thomas-vermaelen14.11.1985,180.96873758252323,0.060380694776124524,0.00034702064852259383,0.0021555208248050864,0.13931792953406488,0.08190307546235355,0.00043822891902837167,0.003369674761895852,0.2018543212838062
thorben-marx,Thorben Marx,Bor. Mönchengladbach,Germany,01.06.1981,184.0,83.0,Defensive Midfielder,317.0,136.0,75.0,106.0,17.0,56.0,0.0,0.0,0.25,thorben-marx01.06.1981,56.0,0.04941192569025598,0.0,0.0,0.04941192569025598,0.052641900677532154,0.0,0.0,0.052641900677532154
tiago_3, Tiago,Atlético Madrid,Spain,02.05.1981,183.0,71.0,Attacking Midfielder,390.0,230.0,85.0,75.0,36.0,92.0,0.0,2.0,0.0,tiago_302.05.1981,154.589049716803,0.06529105320790285,0.0,0.003069852219824845,0.16136061981283054,0.09036502718480607,0.0,0.004571146011652069,0.23341686967783457
tim-wiese,Tim Wiese,1899 Hoffenheim,Germany,17.12.1981,193.0,100.0,Goalkeeper,387.0,163.0,84.0,140.0,0.0,27.0,1.0,3.0,0.25,tim-wiese17.12.1981,153.96873758252323,0.029330148240905265,0.00021373216675728315,0.0037972815033258034,0.155235632218155,0.03427634120658575,0.00021331231263511176,0.007150652730709095,0.26511009347655895
timmy-simons,Timmy Simons,1. FC Nürnberg,Germany,11.12.1976,186.0,79.0,Defensive Midfielder,595.0,322.0,125.0,148.0,68.0,46.0,0.0,1.0,0.0,timmy-simons11.12.1976,77.2945248584015,0.03216228230977805,0.0,0.0010246320680852795,0.06422765603518818,0.056489030477113227,0.0,0.001606738523115624,0.10677114912970646
timo-gebhart,Timo Gebhart,1. FC Nürnberg,Germany,12.04.1989,182.0,83.0,Attacking Midfielder,177.0,82.0,38.0,57.0,21.0,45.0,2.0,0.0,0.25,timo-gebhart12.04.1989,111.1703260146374,0.10800615762097868,0.0060634161354482605,0.0,0.3086152688434906,0.1386913343995644,0.0167810172375932,0.0,0.6938940251339605
timo-hildebrand,Timo Hildebrand,FC Schalke 04,Germany,05.04.1979,186.0,80.0,Goalkeeper,438.0,200.0,99.0,139.0,0.0,14.0,0.0,0.0,0.0,timo-hildebrand05.04.1979,14.0,0.007524049463105345,0.0,0.0,0.007524049463105345,0.008317402630073207,0.0,0.0,0.008317402630073207
titus-bramble,Titus Bramble,Sunderland AFC,England,21.07.1981,187.0,87.0,Center Back,365.0,146.0,85.0,134.0,15.0,71.0,1.0,1.0,0.875,titus-bramble21.07.1981,135.3796878657202,0.06167730905602046,0.0002022846338865164,0.0002745291459888437,0.07696118832553525,0.07796924756080245,0.0002207093264901077,0.00029953408595086053,0.09464522850369099
tomas-rosicky,Tomáš Rosický,Arsenal FC,England,04.10.1980,178.0,67.0,Attacking Midfielder,500.0,255.0,110.0,135.0,71.0,62.0,3.0,0.0,0.0,tomas-rosicky04.10.1980,161.2554890219561,0.040358726675832825,0.0013058851137002106,0.0,0.0835641485314352,0.05530167775092165,0.0013033198412080642,0.0,0.09842222714796318
toni-kroos,Toni Kroos,Bayern München,Germany,04.01.1990,182.0,78.0,Attacking Midfielder,318.0,206.0,59.0,53.0,45.0,40.0,0.0,0.0,0.0,toni-kroos04.01.1990,40.0,0.04296621105658245,0.0,0.0,0.04296621105658245,0.05477749992557342,0.0,0.0,0.05477749992557342
tranquillo-barnetta,Tranquillo Barnetta,FC Schalke 04,Germany,22.05.1985,178.0,68.0,Left Midfielder,380.0,168.0,94.0,118.0,40.0,44.0,2.0,0.0,0.125,tranquillo-barnetta22.05.1985,110.1703260146374,0.0454050532486098,0.0019216095534317762,0.0,0.10898181856032105,0.06576394196183764,0.0025296978047039797,0.0,0.14945940618972509
tulio, Tulio,Lille OSC,France,31.01.1985,191.0,83.0,Center Forward,199.0,91.0,53.0,55.0,49.0,15.0,3.0,0.0,0.25,tulio31.01.1985,114.2554890219561,0.024329437407256856,0.004490814986612135,0.0,0.1729087832750291,0.028107662445021036,0.004509829307604696,0.0,0.1773161002223056
valeron, Valerón,Deportivo La Coruña,Spain,17.06.1975,180.0,72.0,Attacking Midfielder,586.0,264.0,136.0,186.0,50.0,37.0,0.0,0.0,0.125,valeron17.06.1975,37.0,0.016175295690417195,0.0,0.0,0.016175295690417195,0.022811324331566143,0.0,0.0,0.022811324331566143
vedad-ibisevic,Vedad Ibišević,VfB Stuttgart,Germany,06.08.1984,188.0,80.0,Center Forward,312.0,125.0,65.0,122.0,127.0,47.0,0.0,4.0,0.25,vedad-ibisevic06.08.1984,172.17809943360604,0.04652813819441244,0.0,0.005778042355307667,0.22734922831548496,0.0624337338646828,0.0,0.005787437187576107,0.24354883079772055
vieirinha, Vieirinha,VfL Wolfsburg,Germany,24.01.1986,173.0,73.0,Right Midfielder,222.0,104.0,57.0,61.0,32.0,27.0,2.0,1.0,0.125,vieirinha24.01.1986,124.4648508730389,0.035072855040336776,0.0018122938985716144,0.0006337698427606525,0.11486642019052622,0.0480427946394456,0.003198594643594339,0.0007689320388349515,0.1779321826208425
vincent-aboubakar,Vincent Aboubakar,Valenciennes FC,France,22.01.1992,176.0,78.0,,119.0,32.0,38.0,49.0,28.0,8.0,0.0,0.0,1.0,vincent-aboubakar22.01.1992,8.0,0.01620295051309982,0.0,0.0,0.01620295051309982,0.016271554564480498,0.0,0.0,0.016271554564480498
vincent-kompany,Vincent Kompany,Manchester City,England,10.04.1986,190.0,85.0,Center Back,445.0,242.0,92.0,111.0,25.0,72.0,3.0,5.0,0.5,vincent-kompany10.04.1986,327.7281133139636,0.05341291013452681,0.0031666091078400896,0.0019123122314097163,0.21802559131075286,0.07794005604716428,0.0025209851339685297,0.0020085750220713446,0.2242046611017162
wes-brown,Wes Brown,Sunderland AFC,England,13.10.1979,185.0,75.0,Right Fullback,428.0,257.0,83.0,88.0,7.0,44.0,1.0,3.0,0.25,wes-brown13.10.1979,170.96873758252323,0.024123805436918843,0.00017678013188675542,0.0028705726177801713,0.11980581106181568,0.029828013104135225,0.00019288179777138747,0.0031320330019068156,0.13422502346005297
william-kvist,William Kvist,VfB Stuttgart,Germany,24.02.1985,184.0,78.0,Center Midfielder,321.0,165.0,69.0,87.0,10.0,37.0,0.0,0.0,0.0,william-kvist24.02.1985,37.0,0.043408962667130194,0.0,0.0,0.043408962667130194,0.06035025170021467,0.0,0.0,0.06035025170021467
yannick-djalo, Yannick Djaló,Toulouse FC,France,05.05.1986,171.0,62.0,Center Forward,167.0,73.0,46.0,48.0,29.0,10.0,0.0,0.0,0.75,yannick-djalo05.05.1986,10.0,0.015286493244219646,0.0,0.0,0.015286493244219646,0.02369309786078348,0.0,0.0,0.02369309786078348
yassine-el-ghanassi,Yassine El Ghanassi,West Bromwich Albion,England,12.07.1990,173.0,,Left Winger,181.0,79.0,42.0,60.0,26.0,15.0,0.0,0.0,0.5,yassine-el-ghanassi12.07.1990,15.0,0.03411029837358706,0.0,0.0,0.03411029837358706,0.05198765692985291,0.0,0.0,0.05198765692985291
yoan-gouffran,Yoan Gouffran,Girondins Bordeaux,France,25.05.1986,175.0,70.0,Right Winger,269.0,121.0,67.0,81.0,59.0,18.0,0.0,1.0,0.5,yoan-gouffran25.05.1986,49.29452485840151,0.025872901937206424,0.0,0.003934482567821826,0.14900066446085394,0.032049069169666045,0.0,0.006509803921568628,0.2357702898165151
yohan-cabaye,Yohan Cabaye,Newcastle United,England,14.01.1986,175.0,69.0,Defensive Midfielder,372.0,178.0,106.0,88.0,56.0,86.0,1.0,1.0,0.0,yohan-cabaye14.01.1986,150.3796878657202,0.08446242222390975,0.00023437247608148248,0.00031249663477531,0.10199610750463725,0.1083848078787173,0.00023536482012266876,0.00031381976016355836,0.12599273160416014
younes-kaboul,Younes Kaboul,Tottenham Hotspur,England,04.01.1986,190.0,87.0,Center Back,252.0,110.0,61.0,81.0,18.0,25.0,4.0,2.0,0.5,younes-kaboul04.01.1986,219.9297017460778,0.03380759857354658,0.003970590955183484,0.0012069815901233647,0.202947162936926,0.044877872041646456,0.004220876699194666,0.001316917102025335,0.22573856065408113
zdenk-pospch,Zdeněk Pospěch,1. FSV Mainz 05,Germany,14.12.1978,174.0,72.0,Right Fullback,297.0,144.0,67.0,86.0,19.0,26.0,1.0,0.0,0.125,zdenk-pospch14.12.1978,59.0851630073187,0.04746594078988685,0.0003596454729088899,0.0,0.05936486988592171,0.07359330257285276,0.0003589389876071592,0.0,0.08546885748751756
zoltan-gera,Zoltán Gera,West Bromwich Albion,England,22.04.1979,181.0,76.0,Left Winger,392.0,150.0,96.0,146.0,71.0,44.0,1.0,1.0,0.25,zoltan-gera22.04.1979,108.3796878657202,0.05201797948910196,0.0012099617915804594,0.00015124522394755743,0.09678291001671017,0.0821804353322083,0.0013201687491908296,0.0001650210936488537,0.1310226903137096
zoumana-camara,Zoumana Camara,Paris Saint-Germain,France,03.04.1979,182.0,76.0,Center Back,395.0,148.0,117.0,130.0,7.0,46.0,2.0,6.0,0.875,zoumana-camara03.04.1979,299.93747516504646,0.03917709012835608,0.004556446829351847,0.009695457964133763,0.4933426264838133,0.04648966417744192,0.0061535835009176795,0.01656677567932581,0.7685313507046734
bastian-schweinsteiger,Bastian Schweinsteiger,Bayern München,Germany,01.08.1984,183.0,79.0,Defensive Midfielder,611.0,397.0,113.0,101.0,91.0,90.0,2.0,1.0,0.25,bastian-schweinsteiger01.08.1984,187.4648508730389,0.04317562996872337,0.0008121638191808078,0.0012010587817953278,0.10763276621826222,0.05614105690791139,0.0014346646053823514,0.0018833954873606986,0.16254713613522762
benoit-assou-ekotto,Benoît Assou-Ekotto,Tottenham Hotspur,England,24.03.1984,180.0,69.0,Left Fullback,331.0,154.0,85.0,92.0,4.0,50.0,2.0,2.0,0.5,benoit-assou-ekotto24.03.1984,178.7593757314404,0.04071562439107814,0.0029391784410861357,0.0019682189831814823,0.19955330011796044,0.03375784879792986,0.0032068876498562663,0.002097803194596549,0.20550800366091743
dante, Dante,Bayern München,Germany,18.10.1983,188.0,87.0,Center Back,318.0,183.0,65.0,70.0,19.0,58.0,3.0,2.0,0.5,dante18.10.1983,219.84453873875913,0.07655235055520715,0.001622800812147568,0.0035681016058413777,0.2419050243548241,0.11010591457588145,0.002381550839166385,0.004616083314200163,0.3333580463246073
gerald-asamoah,Gerald Asamoah,SpVgg Greuther Fürth,Germany,03.10.1978,180.0,85.0,Right Winger,537.0,259.0,125.0,153.0,91.0,76.0,2.0,2.0,1.0,gerald-asamoah03.10.1978,204.7593757314404,0.042036523407182634,0.0015394580608661021,0.0006710458214031727,0.1139698044328964,0.04904017362262108,0.0015364339591477183,0.0006697276232182361,0.12083214936416456
hilton, Hilton,Montpellier HSC,France,13.09.1977,182.0,73.0,Center Back,345.0,146.0,105.0,94.0,19.0,37.0,0.0,4.0,0.25,hilton13.09.1977,162.17809943360604,0.04012536983374928,0.0,0.0019483821775345218,0.10109906432226984,0.054374337679329705,0.0,0.0019566317189318562,0.11560619764617958
ian-harte,Ian Harte,Reading FC,England,31.08.1977,177.0,78.0,,524.0,231.0,119.0,174.0,78.0,48.0,0.0,2.0,0.0,ian-harte31.08.1977,110.58904971680302,0.028473341838784264,0.0,0.0011534680074169778,0.06457057507026573,0.038275180745153854,0.0,0.001780316620275888,0.09398934347420297
jan-ingwer-callsen-bracker,Jan-Ingwer Callsen-Bracker,FC Augsburg,Germany,23.09.1984,189.0,81.0,Center Back,246.0,98.0,52.0,96.0,16.0,40.0,1.0,0.0,0.0,jan-ingwer-callsen-bracker23.09.1984,73.0851630073187,0.04775613689908075,0.0005284586540702056,0.0,0.06524027761162175,0.05199575517855411,0.0005274205532186829,0.0,0.06944555015520444
joao-pereira, João Pereira,Valencia CF,Spain,25.02.1984,172.0,70.0,Right Fullback,299.0,154.0,72.0,73.0,6.0,75.0,2.0,1.0,0.25,joao-pereira25.02.1984,172.4648508730389,0.07995478463780736,0.0009447692384470499,0.0004498901135462142,0.12529172623804946,0.13221730783377786,0.0018818232020729785,0.0008961062867014183,0.22252095569026412
johan-audel,Johan Audel,VfB Stuttgart,Germany,12.12.1983,180.0,75.0,Left Winger,130.0,42.0,35.0,53.0,28.0,18.0,0.0,0.0,0.75,johan-audel12.12.1983,18.0,0.04294210632261479,0.0,0.0,0.04294210632261479,0.04304367253324914,0.0,0.0,0.04304367253324914
josue, Josué,VfL Wolfsburg,Germany,19.07.1979,170.0,66.0,Defensive Midfielder,325.0,163.0,69.0,93.0,5.0,74.0,1.0,3.0,0.25,josue19.07.1979,200.96873758252323,0.08245595935163634,0.00028771637832711197,0.0016994568526503473,0.14515879734951134,0.1303772055876847,0.0002871511900857274,0.0027048070847772816,0.22452330207115975
lee-cattermole,Lee Cattermole,Sunderland AFC,England,21.03.1988,178.0,76.0,Defensive Midfielder,256.0,85.0,70.0,101.0,9.0,76.0,3.0,4.0,0.125,lee-cattermole21.03.1988,300.43358845556213,0.10465690759606502,0.003099363666125331,0.004994970472934717,0.3635150873410194,0.1384319785180437,0.003381663026773433,0.005449927400505733,0.4208677395062756
marchena, Marchena,Deportivo La Coruña,Spain,31.07.1979,183.0,78.0,Center Back,509.0,250.0,130.0,129.0,20.0,144.0,10.0,4.0,0.375,marchena31.07.1979,600.029729506793,0.08916059194978031,0.0053517064938491295,0.000871256841409031,0.2934882425476322,0.1298349344708034,0.008273116267715852,0.0013856905486348092,0.44691686208698667
martin-demichelis,Martín Demichelis,Málaga CF,Spain,20.12.1980,184.0,80.0,Center Back,461.0,270.0,95.0,96.0,31.0,102.0,2.0,5.0,0.25,martin-demichelis20.12.1980,324.64295030664493,0.0812136973147679,0.0010199271898543346,0.004397385949800677,0.252572258564718,0.11844832250732369,0.0016221433222735587,0.007064407520847177,0.39319447551700837
mike-hanke,Mike Hanke,Bor. Mönchengladbach,Germany,05.11.1983,185.0,85.0,Center Forward,379.0,149.0,95.0,135.0,92.0,17.0,1.0,2.0,0.0,mike-hanke05.11.1983,112.67421272412172,0.020889280474969407,0.0005292895639036493,0.0033638484104077516,0.14367094967419408,0.02763485359980916,0.0005282498308180833,0.00306000183824446,0.14087338895470955
reyes, Reyes,Sevilla FC,Spain,01.09.1983,176.0,73.0,Left Midfielder,509.0,246.0,122.0,141.0,81.0,75.0,5.0,5.0,0.125,reyes01.09.1983,396.89843932860106,0.04532661603824904,0.00506947807430356,0.001023252625997897,0.2450733292293263,0.06587235601528552,0.008903076249291108,0.0016274322625896777,0.4113618043866466
ron-vlaar,Ron Vlaar,Aston Villa,England,16.02.1985,189.0,80.0,Center Back,249.0,118.0,60.0,71.0,12.0,27.0,1.0,0.0,0.125,ron-vlaar16.02.1985,60.0851630073187,0.045241807014262364,0.0012254166650954095,0.0,0.08578491713082884,0.06276380949235039,0.0015474958703189374,0.0,0.11396296261500494
ruben, Rubén,CA Osasuna,Spain,29.01.1982,187.0,83.0,Center Back,173.0,59.0,47.0,67.0,7.0,42.0,3.0,0.0,0.0,ruben29.01.1982,141.2554890219561,0.0794019707822839,0.0038472642001923913,0.0,0.2066893339778707,0.12628487401952426,0.006118881811804153,0.0,0.3287290761855823
simon-davies,Simon Davies,Fulham FC,England,23.10.1979,178.0,72.0,Left Midfielder,411.0,143.0,99.0,169.0,41.0,22.0,1.0,0.0,0.25,simon-davies23.10.1979,55.0851630073187,0.009483959507591557,0.00018519823340517233,0.0,0.015611273248469136,0.010966295179964319,0.00020206664528431064,0.0,0.01765170307753778
simon-jentzsch,Simon Jentzsch,FC Augsburg,Germany,04.05.1976,196.0,96.0,Goalkeeper,462.0,178.0,109.0,175.0,0.0,25.0,0.0,1.0,0.25,simon-jentzsch04.05.1976,56.29452485840151,0.016958692059551393,0.0,0.0003255591514919932,0.027146911018797674,0.017919549627946754,0.0,0.00032491962514535883,0.028087754914040686
thiago-motta, Thiago Motta,Paris Saint-Germain,France,28.08.1982,186.0,75.0,Center Midfielder,349.0,210.0,77.0,62.0,37.0,92.0,3.0,9.0,0.25,thiago-motta28.08.1982,472.9062127475697,0.08718614177598243,0.0036532700660461435,0.0067988742217567465,0.4208227157627888,0.11617669018653806,0.00581034381772389,0.008959031180805745,0.5887814865194193
victor-montano,Victor Montaño,Stade Rennes,France,01.05.1984,177.0,76.0,Center Forward,213.0,85.0,59.0,69.0,53.0,45.0,0.0,2.0,1.0,victor-montano01.05.1984,107.58904971680302,0.06367154380374843,0.0,0.0018174146390879868,0.12054667140471025,0.07765479164879922,0.0,0.0018251096577933264,0.1347707312039212
alexandre-lacazette,Alexandre Lacazette,Olympique Lyon,France,28.05.1991,174.0,73.0,Center Forward,153.0,77.0,31.0,45.0,42.0,18.0,2.0,1.0,0.75,alexandre-lacazette28.05.1991,115.4648508730389,0.037173254498488746,0.0016708489423873428,0.006228616485183145,0.2873751575469933,0.06897658790479995,0.0016779233950680581,0.008545408119839984,0.3919154437759386
antoine-griezmann,Antoine Griezmann,Real Sociedad,Spain,21.03.1991,176.0,68.0,Left Winger,219.0,94.0,53.0,72.0,58.0,29.0,0.0,0.0,0.25,antoine-griezmann21.03.1991,29.0,0.03152351565971158,0.0,0.0,0.03152351565971158,0.05013657928787079,0.0,0.0,0.05013657928787079
bartra, Bartra,FC Barcelona,Spain,15.01.1991,183.0,70.0,Center Back,126.0,81.0,22.0,23.0,6.0,19.0,0.0,0.0,0.0,bartra15.01.1991,19.0,0.043452664172981215,0.0,0.0,0.043452664172981215,0.07648037876126577,0.0,0.0,0.07648037876126577
boaz-myhill,Boaz Myhill,West Bromwich Albion,England,09.11.1982,191.0,92.0,Goalkeeper,311.0,101.0,78.0,132.0,0.0,14.0,0.0,1.0,0.25,boaz-myhill09.11.1982,45.29452485840151,0.011984605064187331,0.0,0.0015556651606034478,0.0606684071040411,0.013076198923990708,0.0,0.0016973598203882097,0.06619426801678145
canales_2, Canales,Valencia CF,Spain,16.02.1991,176.0,65.0,Attacking Midfielder,144.0,66.0,32.0,46.0,22.0,15.0,0.0,0.0,0.0,canales_216.02.1991,15.0,0.025988948672657348,0.0,0.0,0.025988948672657348,0.03766161040352833,0.0,0.0,0.03766161040352833
chris-mavinga,Chris Mavinga,Stade Rennes,France,26.05.1991,182.0,,Center Back,82.0,41.0,16.0,25.0,0.0,19.0,0.0,1.0,1.0,chris-mavinga26.05.1991,50.29452485840151,0.07049163866528102,0.0,0.003098924961521824,0.16747102290794671,0.10574253107778141,0.0,0.003112045954955287,0.2031325305756175
christian-noergaard,Christian Nørgaard,Hamburger SV,Germany,10.03.1994,186.0,75.0,Attacking Midfielder,60.0,29.0,16.0,15.0,5.0,8.0,0.0,0.0,0.125,christian-noergaard10.03.1994,8.0,0.04720195339725517,0.0,0.0,0.04720195339725517,0.06500425895694532,0.0,0.0,0.06500425895694532
clement-grenier,Clément Grenier,Olympique Lyon,France,07.01.1991,186.0,72.0,Right Midfielder,119.0,62.0,27.0,30.0,14.0,21.0,0.0,1.0,0.0,clement-grenier07.01.1991,52.29452485840151,0.06052317542747321,0.0,0.0032812146651407547,0.16320722933147216,0.08673453812909242,0.0,0.003295107481717363,0.18985336112680126
dani-pacheco, Dani Pacheco,Liverpool FC,England,05.01.1991,168.0,65.0,,97.0,41.0,17.0,39.0,17.0,13.0,0.0,0.0,0.0,dani-pacheco05.01.1991,13.0,0.052176232751031906,0.0,0.0,0.052176232751031906,0.08041064363647586,0.0,0.0,0.08041064363647586
david-alaba,David Alaba,Bayern München,Germany,24.06.1992,180.0,75.0,Left Fullback,258.0,155.0,38.0,65.0,27.0,11.0,0.0,0.0,0.75,david-alaba24.06.1992,11.0,0.013072815782151215,0.0,0.0,0.013072815782151215,0.017697545477286667,0.0,0.0,0.017697545477286667
ezequiel_3, Ezequiel,SC Freiburg,Germany,12.01.1991,169.0,59.0,Left Midfielder,85.0,36.0,19.0,30.0,3.0,11.0,0.0,1.0,0.25,ezequiel_312.01.1991,42.29452485840151,0.04260905801521166,0.0,0.0037744244304813474,0.16072787718106812,0.0677675814659021,0.0,0.006003033791270856,0.2556296716726522
francis-coquelin,Francis Coquelin,Arsenal FC,England,13.05.1991,178.0,73.0,Defensive Midfielder,108.0,50.0,23.0,35.0,2.0,9.0,2.0,1.0,0.5,francis-coquelin13.05.1991,106.4648508730389,0.02634243742872501,0.0062248536285764815,0.004537356718426723,0.3742871570431173,0.03272073352498301,0.006222229816370713,0.004950632809465612,0.39351192278924635
gilles-sunu,Gilles Sunu,FC Lorient,France,30.03.1991,181.0,75.0,,91.0,36.0,23.0,32.0,9.0,1.0,0.0,0.0,1.0,gilles-sunu30.03.1991,1.0,0.0037438075582791144,0.0,0.0,0.0037438075582791144,0.008049242424242426,0.0,0.0,0.008049242424242426
martin-montoya, Martín Montoya,FC Barcelona,Spain,14.04.1991,174.0,74.0,Right Fullback,129.0,80.0,23.0,26.0,3.0,17.0,0.0,0.0,0.375,martin-montoya14.04.1991,17.0,0.0525752991402408,0.0,0.0,0.0525752991402408,0.08609945007612256,0.0,0.0,0.08609945007612256
milan-petrzela,Milan Petržela,FC Augsburg,Germany,19.06.1983,175.0,65.0,Right Midfielder,194.0,98.0,52.0,44.0,30.0,31.0,0.0,1.0,0.0,milan-petrzela19.06.1983,62.29452485840151,0.0511264489701047,0.0,0.00041698007724649903,0.06417564236295344,0.06968668838083984,0.0,0.0006922535306622613,0.09135043370446617
mohammed-abdellaoue,Mohammed Abdellaoue,Hannover 96,Germany,23.10.1985,182.0,82.0,Center Forward,223.0,83.0,44.0,96.0,74.0,8.0,0.0,0.0,0.25,mohammed-abdellaoue23.10.1985,8.0,0.00611119686963919,0.0,0.0,0.00611119686963919,0.008577332601380555,0.0,0.0,0.008577332601380555
muniain, Muniain,Athletic Bilbao,Spain,19.12.1992,169.0,63.0,Right Winger,242.0,116.0,50.0,76.0,36.0,38.0,0.0,1.0,0.0,muniain19.12.1992,69.2945248584015,0.05122078143776373,0.0,0.00037590812417395535,0.06298464757420066,0.0803389056501758,0.0,0.0005978631214883576,0.09904874796751471
oriol-romeu, Oriol Romeu,Chelsea FC,England,24.09.1991,182.0,79.0,Defensive Midfielder,96.0,53.0,25.0,18.0,2.0,20.0,0.0,1.0,0.25,oriol-romeu24.09.1991,51.29452485840151,0.07797207751318493,0.0,0.004741241727362268,0.2263469846098139,0.11329858531432438,0.0,0.004731928061976071,0.2613820256780023
pulido_4, Pulido,Atlético Madrid,Spain,08.04.1991,181.0,72.0,,53.0,24.0,5.0,24.0,0.0,21.0,0.0,0.0,0.0,pulido_408.04.1991,21.0,0.14036124733681832,0.0,0.0,0.14036124733681832,0.23839436592077617,0.0,0.0,0.23839436592077617
thiago_17, Thiago,FC Barcelona,Spain,11.04.1991,172.0,71.0,Attacking Midfielder,164.0,125.0,21.0,18.0,20.0,16.0,1.0,0.0,0.5,thiago_1711.04.1991,49.0851630073187,0.03894774456914189,0.0010134071073621153,0.0,0.07247648390899279,0.05488989672347491,0.0016117734562864216,0.0,0.10821568425558063
timothee-kolodziejczak,Timothée Kolodziejczak,OGC Nice,France,01.10.1991,181.0,69.0,Left Fullback,101.0,49.0,18.0,34.0,2.0,17.0,0.0,0.0,0.375,timothee-kolodziejczak01.10.1991,17.0,0.05891161201806416,0.0,0.0,0.05891161201806416,0.07541514613339736,0.0,0.0,0.07541514613339736
tomas-pekhart,Tomáš Pekhart,1. FC Nürnberg,Germany,26.05.1989,194.0,80.0,Center Forward,197.0,83.0,46.0,68.0,58.0,26.0,1.0,0.0,0.125,tomas-pekhart26.05.1989,59.0851630073187,0.04327109508737013,0.000978570240240468,0.0,0.07564725099983703,0.055343896886048176,0.000976647943024131,0.0,0.08765645328176405
vito-mannone,Vito Mannone,Arsenal FC,England,02.03.1988,187.0,80.0,Goalkeeper,102.0,47.0,24.0,31.0,0.0,2.0,0.0,0.0,0.0,vito-mannone02.03.1988,2.0,0.0031240816749823334,0.0,0.0,0.0031240816749823334,0.0034086324261894375,0.0,0.0,0.0034086324261894375
andy-johnson_2,Andy Johnson,Queens Park Rangers,England,10.02.1981,170.0,70.0,Center Forward,378.0,149.0,101.0,128.0,134.0,30.0,2.0,0.0,0.0,andy-johnson_210.02.1981,96.1703260146374,0.03088571312159809,0.0033260275495041337,0.0,0.14092787676377505,0.037837720693137455,0.004146843256631775,0.0,0.17503670580460004
anton-ferdinand,Anton Ferdinand,Queens Park Rangers,England,18.02.1985,178.0,78.0,Center Back,317.0,120.0,68.0,129.0,5.0,31.0,0.0,0.0,0.375,anton-ferdinand18.02.1985,31.0,0.03949096223601282,0.0,0.0,0.03949096223601282,0.0449780430835401,0.0,0.0,0.0449780430835401
darren-bent,Darren Bent,Aston Villa,England,06.02.1984,180.0,73.0,Center Forward,465.0,177.0,118.0,170.0,190.0,16.0,0.0,0.0,1.0,darren-bent06.02.1984,16.0,0.005010219770094971,0.0,0.0,0.005010219770094971,0.005466565649496881,0.0,0.0,0.005466565649496881
liam-ridgewell,Liam Ridgewell,West Bromwich Albion,England,21.07.1984,177.0,64.0,Center Back,345.0,115.0,105.0,125.0,20.0,58.0,0.0,2.0,0.0,liam-ridgewell21.07.1984,120.58904971680302,0.07036232375764993,0.0,0.0010500739834073273,0.10322389013455124,0.08347637658818342,0.0,0.0011457178787620413,0.11933107322581718
matthew-etherington,Matthew Etherington,Stoke City,England,14.08.1981,178.0,67.0,Left Midfielder,414.0,163.0,100.0,151.0,35.0,29.0,1.0,1.0,0.125,matthew-etherington14.08.1981,93.3796878657202,0.03017506849230971,0.004033205971934865,0.0002880861408524903,0.17262986441213515,0.04328741281321933,0.004400562497302766,0.00031432589266448325,0.19871741982200272
michael-tonge,Michael Tonge,Leeds United,England,07.04.1983,183.0,77.0,Left Midfielder,389.0,165.0,89.0,135.0,29.0,51.0,0.0,0.0,0.125,michael-tonge07.04.1983,51.0,0.04416187953915669,0.0,0.0,0.04416187953915669,0.05068632102645291,0.0,0.0,0.05068632102645291
mike-pollitt,Mike Pollitt,Wigan Athletic,England,29.02.1972,193.0,93.0,Goalkeeper,205.0,55.0,50.0,100.0,0.0,5.0,0.0,3.0,0.25,mike-pollitt29.02.1972,98.88357457520453,0.00824082085076421,0.0,0.007357875759610902,0.2385020467149374,0.008991419589083487,0.0,0.008028053204538829,0.26022553016309374
